Sample,Phylum,Class,Order,Family,Genus,Species,Percent
9_380m,Alveolata,Ciliophora,Ciliophora_unclassified,Ciliophora_unclassified,Ciliophora_unclassified,Ciliophora_unclassified,0.906344411
9_380m,Alveolata,Ciliophora,Heterotrichea,Heterotrichea_X,Peritromidae,Peritromus,0.043159258
9_380m,Alveolata,Ciliophora,Spirotrichea,Spirotrichea_unclassified,Spirotrichea_unclassified,Spirotrichea_unclassified,2.244281398
9_380m,Alveolata,Ciliophora,Spirotrichea,Strombidiida,Strombidiida_unclassified,Strombidiida_unclassified,3.150625809
9_380m,Alveolata,Ciliophora,Spirotrichea,Strombidiida,Strombidiidae_D,Strombidiidae_D_X,0.043159258
9_380m,Alveolata,Ciliophora,Spirotrichea,Strombidiida,Tontoniidae_B,Tontoniidae_B_unclassified,0.302114804
9_380m,Alveolata,Ciliophora,Spirotrichea,Strombidiida,Tontoniidae_B,Tontoniidae_B_X,0.086318515
9_380m,Alveolata,Ciliophora,Spirotrichea,Tintinnida,Tintinnida_unclassified,Tintinnida_unclassified,0.086318515
9_380m,Alveolata,Ciliophora,Spirotrichea,Tintinnida,Tintinnidae,Amphorellopsis,0.043159258
9_380m,Alveolata,Ciliophora,Spirotrichea,Tintinnida,Tintinnidae,Salpingella,0.086318515
9_380m,Alveolata,Ciliophora,Spirotrichea,Tintinnida,Tintinnidae,Tintinnidae_unclassified,0.043159258
9_380m,Alveolata,Dinophyta,Dinoflagellata_unclassified,Dinoflagellata_unclassified,Dinoflagellata_unclassified,Dinoflagellata_unclassified,0.73370738
9_380m,Alveolata,Dinophyta,Dinophyceae,Dinophyceae_unclassified,Dinophyceae_unclassified,Dinophyceae_unclassified,13.16357359
9_380m,Alveolata,Dinophyta,Dinophyceae,Dinophyceae_X,Dinophyceae_X_unclassified,Dinophyceae_X_unclassified,0.043159258
9_380m,Alveolata,Dinophyta,Dinophyceae,Dinophyceae_X,Dinophyceae_XX,Abedinium,0.043159258
9_380m,Alveolata,Dinophyta,Dinophyceae,Gonyaulacales,Gonyaulacaceae,Gonyaulax,0.043159258
9_380m,Alveolata,Dinophyta,Dinophyceae,Gymnodiniales,Gymnodiniaceae,Gymnodiniaceae_unclassified,0.258955546
9_380m,Alveolata,Dinophyta,Dinophyceae,Gymnodiniales,Gymnodiniaceae,Gymnodinium,0.474751834
9_380m,Alveolata,Dinophyta,Dinophyceae,Gymnodiniales,Gymnodiniaceae,Gyrodinium,0.56107035
9_380m,Alveolata,Dinophyta,Dinophyceae,Gymnodiniales,Gymnodiniales_unclassified,Gymnodiniales_unclassified,0.302114804
9_380m,Alveolata,Dinophyta,Dinophyceae,Gymnodiniales,Kareniaceae,Kareniaceae_unclassified,0.215796288
9_380m,Alveolata,Dinophyta,Dinophyceae,Gymnodiniales,Kareniaceae,Karlodinium,0.086318515
9_380m,Alveolata,Dinophyta,Dinophyceae,Peridiniales,Amphidomataceae,Azadinium,0.129477773
9_380m,Alveolata,Dinophyta,Dinophyceae,Peridiniales,Blastodiniaceae,Blastodinium,0.086318515
9_380m,Alveolata,Dinophyta,Dinophyceae,Peridiniales,Kryptoperidiniaceae,Kryptoperidinium,0.043159258
9_380m,Alveolata,Dinophyta,Dinophyceae,Peridiniales,Peridiniales_unclassified,Peridiniales_unclassified,0.172637031
9_380m,Alveolata,Dinophyta,Dinophyceae,Peridiniales,Thoracosphaeraceae,Pentapharsodinium,0.043159258
9_380m,Alveolata,Dinophyta,Dinophyceae,Prorocentrales,Prorocentraceae,Prorocentrum,0.043159258
9_380m,Alveolata,Dinophyta,Dinophyceae,Suessiales,Suessiales_unclassified,Suessiales_unclassified,0.043159258
9_380m,Alveolata,Dinophyta,Dinophyceae,Torodiniales,Torodiniaceae,Torodinium,0.043159258
9_380m,Alveolata,Dinophyta,Noctilucophyceae,Noctilucales,Noctilucaceae,Noctilucaceae_unclassified,0.043159258
9_380m,Alveolata,Dinophyta,Syndiniales,Dino-Group-II,Dino-Group-II-Clade-10-and-11,Dino-Group-II-Clade-10-and-11_X,0.086318515
9_380m,Alveolata,Dinophyta,Syndiniales,Syndiniales_unclassified,Syndiniales_unclassified,Syndiniales_unclassified,0.043159258
9_380m,Archaeplastida,Chlorophyta,Chlorophyta_unclassified,Chlorophyta_unclassified,Chlorophyta_unclassified,Chlorophyta_unclassified,0.690548123
9_380m,Archaeplastida,Chlorophyta,Chloropicophyceae,Chloropicales,Chloropicaceae,Chloroparvula,0.086318515
9_380m,Archaeplastida,Chlorophyta,Chloropicophyceae,Chloropicales,Chloropicaceae,Chloropicon,0.172637031
9_380m,Archaeplastida,Chlorophyta,Mamiellophyceae,Mamiellales,Bathycoccaceae,Bathycoccus,0.129477773
9_380m,Archaeplastida,Chlorophyta,Pyramimonadophyceae,Pyramimonadales,Pterospermaceae,Pterosperma,0.043159258
9_380m,Eukaryota_unclassified,Other eukaryota,Eukaryota_unclassified,Eukaryota_unclassified,Eukaryota_unclassified,Eukaryota_unclassified,43.28873543
9_380m,Excavata,Excavata,Diplonemea,Diplonemida,Diplonemida_unclassified,Diplonemida_unclassified,0.086318515
9_380m,Excavata,Excavata,Diplonemea,Diplonemida,Eupelagonemidae,Eupelagonemidae_X,0.043159258
9_380m,Excavata,Excavata,Discoba_unclassified,Discoba_unclassified,Discoba_unclassified,Discoba_unclassified,0.043159258
9_380m,Hacrobia,Cryptophyta,Cryptophyceae,Cryptomonadales,Hemiselmidaceae,Hemiselmis,0.043159258
9_380m,Hacrobia,Haptophyta,Haptophyta_unclassified,Haptophyta_unclassified,Haptophyta_unclassified,Haptophyta_unclassified,0.258955546
9_380m,Hacrobia,Haptophyta,Haptophyta_X,Haptophyta_XX,Haptophyta_XXX,Haptophyta_XXXX,0.043159258
9_380m,Hacrobia,Haptophyta,Prymnesiophyceae,Isochrysidales,Noelaerhabdaceae,Gephyrocapsa,0.776866638
9_380m,Hacrobia,Haptophyta,Prymnesiophyceae,Phaeocystales,Phaeocystaceae,Phaeocystis,0.388433319
9_380m,Hacrobia,Haptophyta,Prymnesiophyceae,Prymnesiales,Chrysochromulinaceae,Chrysochromulina,1.381096245
9_380m,Hacrobia,Haptophyta,Prymnesiophyceae,Prymnesiales,Prymnesiaceae,Prymnesiaceae_unclassified,0.258955546
9_380m,Hacrobia,Haptophyta,Prymnesiophyceae,Prymnesiales,Prymnesiaceae,Prymnesium,0.647388865
9_380m,Hacrobia,Haptophyta,Prymnesiophyceae,Prymnesiales,Prymnesiales_unclassified,Prymnesiales_unclassified,0.388433319
9_380m,Hacrobia,Haptophyta,Prymnesiophyceae,Prymnesiophyceae_Clade_D,Prymnesiophyceae_Clade_D_X,Prymnesiophyceae_Clade_D_XX,0.043159258
9_380m,Hacrobia,Haptophyta,Prymnesiophyceae,Prymnesiophyceae_unclassified,Prymnesiophyceae_unclassified,Prymnesiophyceae_unclassified,2.287440656
9_380m,Opisthokonta,Metazoa,Arthropoda,Arthropoda_unclassified,Arthropoda_unclassified,Arthropoda_unclassified,0.086318515
9_380m,Opisthokonta,Metazoa,Arthropoda,Crustacea,Maxillopoda,Calocalanus,0.043159258
9_380m,Opisthokonta,Metazoa,Arthropoda,Crustacea,Maxillopoda,Maxillopoda_unclassified,0.129477773
9_380m,Opisthokonta,Metazoa,Craniata,Craniata_X,Craniata_X_unclassified,Craniata_X_unclassified,0.043159258
9_380m,Opisthokonta,Metazoa,Craniata,Craniata_X,Teleostei,Teleostei_unclassified,0.043159258
9_380m,Opisthokonta,Metazoa,Metazoa_unclassified,Metazoa_unclassified,Metazoa_unclassified,Metazoa_unclassified,0.043159258
9_380m,Opisthokonta,Fungi,Opisthokonta_unclassified,Opisthokonta_unclassified,Opisthokonta_unclassified,Opisthokonta_unclassified,1.424255503
9_380m,Rhizaria,Rhizaria,Acantharea,Acantharea_3,Acantharea_3a,Acantharea_3a_X,0.043159258
9_380m,Rhizaria,Rhizaria,Acantharea,Acantharea_4,Acantharea_4_unclassified,Acantharea_4_unclassified,0.129477773
9_380m,Rhizaria,Rhizaria,Acantharea,Acantharea_A,Acantharea_A_X,Acanthoplegma,0.129477773
9_380m,Rhizaria,Rhizaria,Acantharea,Acantharea_C,Acantharea_C_unclassified,Acantharea_C_unclassified,0.043159258
9_380m,Rhizaria,Rhizaria,Acantharea,Acantharea_F,Acantharea_F3,Acantharea_F3_unclassified,0.043159258
9_380m,Rhizaria,Rhizaria,Acantharea,Acantharea_unclassified,Acantharea_unclassified,Acantharea_unclassified,0.086318515
9_380m,Rhizaria,Rhizaria,Polycystinea,Nassellaria,Lophophaenidae,Lophophaenidae_unclassified,0.043159258
9_380m,Rhizaria,Rhizaria,Polycystinea,Spumellaria,Rhizosphaeridae,Rhizosphaera,0.086318515
9_380m,Rhizaria,Rhizaria,Polycystinea,Spumellaria,Spumellaria_unclassified,Spumellaria_unclassified,0.086318515
9_380m,Rhizaria,Rhizaria,RAD-A,RAD-A_X,RAD-A_X_unclassified,RAD-A_X_unclassified,0.043159258
9_380m,Rhizaria,Rhizaria,RAD-A,RAD-A_X,RAD-A_Xa,RAD-A_Xa_X,0.043159258
9_380m,Rhizaria,Rhizaria,RAD-A,RAD-A_X,RAD-A_Xg,RAD-A_Xg_X,0.043159258
9_380m,Rhizaria,Rhizaria,RAD-B,RAD-B_X,RAD-B_X_Group-Ia,RAD-B_X_Group-Ia_X,0.086318515
9_380m,Rhizaria,Rhizaria,RAD-B,RAD-B_X,RAD-B_X_Group-Ib,RAD-B_X_Group-Ib_X,0.043159258
9_380m,Rhizaria,Rhizaria,RAD-B,RAD-B_X,RAD-B_X_Group-Ic,RAD-B_X_Group-Ic_X,0.086318515
9_380m,Rhizaria,Rhizaria,RAD-B,RAD-B_X,RAD-B_X_Group-II,RAD-B_X_Group-II_X,0.172637031
9_380m,Rhizaria,Rhizaria,RAD-B,RAD-B_X,RAD-B_X_Group-IVe,RAD-B_X_Group-IVe_X,0.043159258
9_380m,Rhizaria,Rhizaria,RAD-B,RAD-B_X,RAD-B_X_unclassified,RAD-B_X_unclassified,0.474751834
9_380m,Rhizaria,Rhizaria,RAD-C,RAD-C_X,RAD-C_Xa,RAD-C_Xa_X,0.129477773
9_380m,Rhizaria,Rhizaria,RAD-C,RAD-C_X,RAD-C_Xb,RAD-C_Xb_X,0.73370738
9_380m,Rhizaria,Rhizaria,Radiolaria_unclassified,Radiolaria_unclassified,Radiolaria_unclassified,Radiolaria_unclassified,0.129477773
9_380m,Rhizaria,Rhizaria,Rhizaria_unclassified,Rhizaria_unclassified,Rhizaria_unclassified,Rhizaria_unclassified,0.043159258
9_380m,Stramenopiles,Diatom,Bacillariophyta,Bacillariophyta_X,Araphid-pennate,Araphid-pennate_unclassified,0.172637031
9_380m,Stramenopiles,Diatom,Bacillariophyta,Bacillariophyta_X,Bacillariophyta_X_unclassified,Bacillariophyta_X_unclassified,2.546396202
9_380m,Stramenopiles,Diatom,Bacillariophyta,Bacillariophyta_X,Raphid-pennate,Raphid-pennate_unclassified,0.302114804
9_380m,Stramenopiles,Other stramenopiles,Chrysophyceae,Chrysophyceae_X,Chrysophyceae_Clade-G,Chrysophyceae_Clade-G_X,0.043159258
9_380m,Stramenopiles,Other stramenopiles,Dictyochophyceae,Dictyochophyceae_X,Dictyochales,Dictyocha,0.086318515
9_380m,Stramenopiles,Other stramenopiles,Dictyochophyceae,Dictyochophyceae_X,Dictyochophyceae_X_unclassified,Dictyochophyceae_X_unclassified,0.345274061
9_380m,Stramenopiles,Other stramenopiles,Dictyochophyceae,Dictyochophyceae_X,Florenciellales,Pseudochattonella,0.129477773
9_380m,Stramenopiles,Other stramenopiles,Dictyochophyceae,Dictyochophyceae_X,Pedinellales,Pedinellales_unclassified,0.215796288
9_380m,Stramenopiles,Other stramenopiles,MOCH-2,MOCH-2_X,MOCH-2_XX,MOCH-2_XXX,0.517911092
9_380m,Stramenopiles,Other stramenopiles,Ochrophyta_unclassified,Ochrophyta_unclassified,Ochrophyta_unclassified,Ochrophyta_unclassified,1.035822184
9_380m,Stramenopiles,Other stramenopiles,Pelagophyceae,Pelagomonadales,Pelagomonadaceae,Pelagomonadaceae_clade_D1,0.302114804
9_380m,Stramenopiles,Other stramenopiles,Pelagophyceae,Pelagomonadales,Pelagomonadaceae,Pelagomonadaceae_unclassified,0.73370738
9_380m,Stramenopiles,Other stramenopiles,Pelagophyceae,Pelagomonadales,Pelagomonadales_unclassified,Pelagomonadales_unclassified,3.409581355
9_380m,Stramenopiles,Other stramenopiles,Pelagophyceae,Pelagophyceae_unclassified,Pelagophyceae_unclassified,Pelagophyceae_unclassified,0.690548123
9_380m,Stramenopiles,Other stramenopiles,MAST-3,MAST-3_unclassified,MAST-3_unclassified,MAST-3_unclassified,0.043159258
9_380m,Stramenopiles,Other stramenopiles,MAST-3,MAST-3B,MAST-3B_X,MAST-3B_XX,0.388433319
9_380m,Stramenopiles,Other stramenopiles,MAST-3,MAST-3C,MAST-3C_X,MAST-3C_XX,0.086318515
9_380m,Stramenopiles,Other stramenopiles,MAST-3,MAST-3D,MAST-3D_X,MAST-3D_XX,0.172637031
9_380m,Stramenopiles,Other stramenopiles,MAST-3,MAST-3E,MAST-3E_X,MAST-3E_XX,0.517911092
9_380m,Stramenopiles,Other stramenopiles,MAST-3,MAST-3I,MAST-3I_X,MAST-3I_XX,2.201122141
9_380m,Stramenopiles,Other stramenopiles,Opalozoa_unclassified,Opalozoa_unclassified,Opalozoa_unclassified,Opalozoa_unclassified,0.172637031
9_380m,Stramenopiles,Other stramenopiles,MAST-1,MAST-1C,MAST-1C_X,MAST-1C_XX,0.086318515
9_380m,Stramenopiles,Other stramenopiles,MAST-1,MAST-1D,MAST-1D_X,MAST-1D_XX,0.517911092
9_380m,Stramenopiles,Other stramenopiles,Pseudofungi_unclassified,Pseudofungi_unclassified,Pseudofungi_unclassified,Pseudofungi_unclassified,0.043159258
9_380m,Stramenopiles,Other stramenopiles,Labyrinthulomycetes,Labyrinthulomycetes_X,Labyrinthulomycetes_X_LAB14,Labyrinthulomycetes_X_LAB14_X,0.129477773
9_380m,Stramenopiles,Other stramenopiles,Labyrinthulomycetes,Labyrinthulomycetes_X,Labyrinthulomycetes_X_LAB15,Labyrinthulomycetes_X_LAB15_X,0.086318515
9_380m,Stramenopiles,Other stramenopiles,Labyrinthulomycetes,Labyrinthulomycetes_X,Labyrinthulomycetes_X_LAB4,Labyrinthulomycetes_X_LAB4_X,0.043159258
9_380m,Stramenopiles,Other stramenopiles,MAST-11,MAST-11_X,MAST-11_XX,MAST-11_XXX,0.258955546
9_380m,Stramenopiles,Other stramenopiles,MAST-4,MAST-4_unclassified,MAST-4_unclassified,MAST-4_unclassified,0.043159258
9_380m,Stramenopiles,Other stramenopiles,MAST-4,MAST-4A,MAST-4A_X,MAST-4A_XX,0.129477773
9_380m,Stramenopiles,Other stramenopiles,MAST-4,MAST-4B,MAST-4B_X,MAST-4B_XX,0.215796288
9_380m,Stramenopiles,Other stramenopiles,MAST-4,MAST-4C,MAST-4C_X,MAST-4C_XX,0.172637031
9_380m,Stramenopiles,Other stramenopiles,MAST-7,MAST-7_unclassified,MAST-7_unclassified,MAST-7_unclassified,0.302114804
9_380m,Stramenopiles,Other stramenopiles,MAST-7,MAST-7B,MAST-7B_X,MAST-7B_XX,0.129477773
9_380m,Stramenopiles,Other stramenopiles,MAST-7,MAST-7D,MAST-7D_X,MAST-7D_XX,0.172637031
9_380m,Stramenopiles,Other stramenopiles,MAST-8,MAST-8_unclassified,MAST-8_unclassified,MAST-8_unclassified,0.172637031
9_380m,Stramenopiles,Other stramenopiles,MAST-8,MAST-8E,MAST-8E_X,MAST-8E_XX,0.043159258
9_380m,Stramenopiles,Other stramenopiles,Stramenopiles_unclassified,Stramenopiles_unclassified,Stramenopiles_unclassified,Stramenopiles_unclassified,3.927492447
