1756	            Prochlorococcus MIT9313
72	            Synechococcus CC9902
15	            Synechococcus MBIC10613
2	            [Synechococcus] spongiarum group
2	            Synechococcus IR11
278	      Alphaproteobacteria
196	      Gammaproteobacteria
3	        Gammaproteobacteria Incertae Sedis
474	    Desulfobacterota
367	    Bacteroidota
82	    Myxococcota
35	  Archaea
