1303	      Gammaproteobacteria
263	        Burkholderiales
1	        Gammaproteobacteria Incertae Sedis
550	      Alphaproteobacteria
312	            Prochlorococcus MIT9313
5	            Synechococcus CC9902
458	    Bacteroidota
147	    Myxococcota
111	    Desulfobacterota
1	      Desulfobacteria
121	  Archaea
